@RELATION SimpleBotHROM
@ATTRIBUTE raised_preflop {never,sometimes,always}
@ATTRIBUTE raised_flop {never,sometimes,always}
@ATTRIBUTE raised_turn {never,sometimes,always}
@ATTRIBUTE raised_river {never,sometimes,always}
@ATTRIBUTE c_card_1_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_2_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_3_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_4_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_5_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE num_suited_flop {1,2,3}
@ATTRIBUTE num_suited_turn {1,2,3,4,22}
@ATTRIBUTE num_suited_river {0,3,4,5}
@ATTRIBUTE hand_strength NUMERIC
@DATA
always,always,never,never,6,6,7,7,8,2,2,0,1218.6958041958042
never,never,never,never,2,3,5,5,9,1,2,0,518.4055944055945
always,always,always,sometimes,5,6,9,T,A,2,22,0,1104.6209790209791
never,sometimes,never,sometimes,2,3,5,8,J,1,2,3,293.73006993006993
never,never,never,never,3,3,8,J,K,1,2,0,371.85174825174823
never,never,never,sometimes,9,T,J,Q,K,2,2,0,1780.2
always,sometimes,sometimes,sometimes,3,6,7,9,T,2,3,3,1015.9013986013986
never,always,always,never,5,8,9,T,T,2,22,0,1351.5081585081584
never,always,always,always,3,7,T,T,Q,1,2,0,1697.0
never,sometimes,sometimes,never,T,J,Q,K,A,2,2,3,1786.0
never,never,never,never,J,Q,Q,K,A,2,2,0,990.7692307692307
never,sometimes,never,sometimes,6,7,7,T,Q,2,2,0,1345.5524475524476
never,never,never,never,4,8,T,T,A,1,2,0,856.9328671328672
always,sometimes,sometimes,sometimes,8,9,T,K,A,2,2,0,990.4664335664336
never,never,never,sometimes,2,3,5,Q,Q,2,22,3,1421.7855477855478
never,never,never,never,2,3,5,7,T,1,2,0,812.1188811188811
never,never,never,sometimes,3,7,T,J,K,2,3,3,907.5
sometimes,sometimes,never,never,2,4,5,5,6,1,1,0,522.6447552447553
never,sometimes,never,never,2,6,7,7,Q,1,1,0,1201.4242424242425
never,never,never,never,7,8,T,Q,K,1,2,0,440.8895104895105
never,always,sometimes,never,2,2,6,7,J,1,1,0,1168.072261072261
never,never,never,never,4,7,8,Q,K,2,3,3,145.57993730407523
never,always,never,never,2,7,7,9,Q,3,3,3,1299.6934731934732
never,never,never,never,2,6,7,8,A,1,2,0,199.1614420062696
always,sometimes,sometimes,sometimes,2,5,9,J,J,2,2,0,1417.020979020979
never,never,never,never,2,Q,Q,A,A,1,2,3,1625.4708624708624
always,always,never,sometimes,3,4,K,K,A,2,2,0,1634.4044289044289
never,never,sometimes,never,3,4,6,8,K,1,2,3,567.155944055944
never,always,always,never,6,7,8,J,K,1,2,0,704.323076923077
never,never,never,never,7,8,T,J,K,1,2,0,158.3181818181818
never,sometimes,sometimes,never,2,2,3,T,J,1,2,0,1365.2062937062938
always,never,sometimes,never,2,6,8,T,K,2,2,0,248.90125391849529
always,sometimes,sometimes,sometimes,3,5,9,K,K,1,1,0,1051.6314685314685
never,never,never,never,2,2,2,4,9,2,2,3,1638.0349650349651
never,sometimes,sometimes,never,2,6,7,T,K,1,1,0,302.813986013986
never,always,always,sometimes,6,7,7,T,J,2,2,0,1397.3671328671328
never,never,never,never,3,7,9,9,A,1,2,3,784.5643356643357
never,never,never,never,2,7,9,Q,A,2,2,0,211.89968652037618
never,never,never,never,4,5,6,J,A,2,22,3,1085.8475524475525
never,never,never,sometimes,2,7,T,T,J,1,1,0,1417.6165501165501
never,never,never,never,2,3,7,8,9,2,2,3,289.7937062937063
never,sometimes,sometimes,never,2,4,5,7,T,2,2,0,634.9825174825176
never,never,never,never,5,5,8,9,T,1,2,0,523.8559440559441
never,never,sometimes,never,3,7,9,T,J,2,22,3,749.4398601398601
never,sometimes,sometimes,sometimes,7,8,8,8,K,2,2,3,1862.8958496476116
never,never,never,never,3,7,T,Q,Q,2,22,0,960.4895104895105
never,sometimes,never,sometimes,2,2,3,T,K,2,2,0,1640.7447552447552
never,never,never,never,4,6,8,K,A,2,22,3,247.4858934169279
never,sometimes,always,always,2,7,9,T,Q,1,1,0,1774.4
never,never,never,sometimes,2,3,6,6,K,2,22,0,1169.2634032634032
never,sometimes,never,always,2,7,8,8,T,1,2,3,1353.2948717948718
never,always,always,never,2,3,4,6,8,1,2,0,123.13636363636364
never,sometimes,never,never,2,2,4,7,J,1,2,0,307.96153846153845
never,always,sometimes,never,2,6,7,K,A,2,2,0,1048.9062937062936
never,sometimes,never,never,2,2,5,6,9,1,2,0,307.35594405594406
never,never,never,never,7,7,8,J,J,2,3,3,1396.7715617715617
never,always,sometimes,never,3,4,5,8,8,1,2,0,1238.3496503496503
never,never,never,never,J,Q,K,A,A,2,2,0,1124.0
sometimes,sometimes,sometimes,sometimes,7,7,T,K,A,2,2,0,1543.2820512820513
never,always,always,sometimes,3,3,7,8,J,2,2,0,1645.8391608391607
never,never,sometimes,never,4,4,5,8,J,1,1,0,1141.8671328671328
never,sometimes,never,sometimes,2,8,J,Q,K,2,3,3,1040.1251748251748
never,never,never,never,2,7,T,K,A,2,2,0,255.9780564263323
never,never,never,never,7,7,8,J,Q,1,2,0,626.806993006993
never,never,always,sometimes,2,2,5,5,A,2,2,0,1581.9941724941725
never,never,never,never,2,3,8,T,Q,1,2,0,624.6874125874126
always,always,always,sometimes,5,8,9,J,Q,3,3,3,1774.4
never,sometimes,sometimes,never,3,5,7,7,K,2,3,3,1202.0198135198136
sometimes,sometimes,sometimes,never,3,4,J,J,Q,1,2,0,907.5
never,sometimes,always,sometimes,2,2,4,T,T,1,1,0,1908.551282051282
never,never,never,never,9,9,Q,Q,K,2,2,0,1471.2179487179487
never,never,never,never,3,7,Q,Q,A,2,22,0,986.8328671328671
always,always,sometimes,sometimes,4,9,9,K,A,3,3,3,1829.4800313234143
never,sometimes,sometimes,never,4,8,J,K,A,2,2,3,724.0048951048951
never,never,always,never,4,6,9,Q,K,1,2,3,573.8174825174825
never,always,sometimes,always,6,7,9,Q,K,2,2,0,773.3608391608392
never,never,never,sometimes,2,2,5,8,Q,2,3,3,1639.6608391608393
never,sometimes,always,never,4,4,7,8,A,2,2,0,1241.923076923077
never,never,always,always,5,T,J,Q,A,2,3,3,1107.3461538461538
never,sometimes,never,sometimes,4,8,9,T,A,1,2,3,1241.923076923077
always,never,never,sometimes,2,4,4,J,J,2,2,0,1379.5
never,sometimes,never,never,3,6,J,K,A,1,2,3,590.774125874126
never,never,never,never,2,3,6,7,9,1,2,0,102.91692789968653
never,never,never,never,2,3,8,J,K,2,2,3,771.2412587412588
never,never,never,never,6,7,J,A,A,1,2,0,1106.4377622377624
never,never,sometimes,sometimes,5,5,5,8,J,2,2,3,1663.3986013986014
never,never,never,never,3,3,9,T,J,2,3,3,371.85174825174823
never,never,always,sometimes,6,6,9,J,J,2,22,0,1892.6538461538462
never,never,always,sometimes,6,7,9,T,Q,2,2,0,1762.8
never,never,never,never,2,4,6,J,A,2,22,3,200.17241379310346
never,never,never,never,4,6,7,8,A,2,2,3,1751.2
never,never,never,never,4,5,7,T,J,2,3,4,91.7962382445141
never,never,never,never,2,4,9,9,A,2,2,0,790.0146853146853
never,sometimes,never,never,3,3,6,J,J,1,1,0,1372.3531468531469
sometimes,sometimes,always,sometimes,2,4,5,9,T,2,2,3,1081.9111888111888
never,never,never,never,2,7,8,8,Q,1,2,3,689.486013986014
never,never,sometimes,never,3,6,9,9,J,1,2,0,1285.995337995338
never,never,sometimes,sometimes,2,6,6,8,A,1,2,0,1255.025641025641
never,never,never,never,3,5,6,K,A,1,2,0,254.36050156739813
never,always,never,sometimes,3,5,K,K,K,2,3,3,1719.5454545454545
never,always,never,never,8,T,K,A,A,2,3,3,1120.972027972028
never,sometimes,never,sometimes,7,9,T,T,A,1,2,3,1340.1923076923076
never,never,sometimes,never,3,3,5,J,K,1,2,0,390.92797202797203
never,sometimes,always,always,4,8,9,K,A,3,4,4,1866.579483163665
never,never,never,never,2,6,Q,Q,K,1,1,0,990.7692307692307
never,always,never,never,2,2,3,4,A,1,1,0,1137.1025641025642
never,never,never,never,8,8,Q,A,A,2,2,0,1601.6480186480187
never,always,sometimes,sometimes,5,7,8,T,A,2,22,0,1080.7
never,never,sometimes,never,3,5,Q,Q,K,1,1,0,974.1153846153846
never,never,never,never,4,5,9,Q,K,1,2,0,707.0482517482517
never,never,never,never,3,6,7,8,Q,1,2,0,82.0909090909091
never,never,never,sometimes,6,8,J,J,A,1,2,0,1399.1538461538462
never,never,never,never,2,7,8,Q,A,2,2,0,653.755944055944
never,never,never,never,J,J,J,K,A,2,2,0,1706.5384615384614
never,always,always,sometimes,3,6,7,Q,Q,2,22,0,1713.1503496503497
never,sometimes,never,never,2,2,3,5,7,1,2,0,320.37622377622375
never,always,sometimes,sometimes,2,4,5,6,A,2,2,0,577.451048951049
always,sometimes,sometimes,sometimes,3,6,J,Q,A,1,1,0,1706.43006993007
never,always,never,sometimes,2,3,5,6,T,1,2,0,819.386013986014
never,never,never,never,3,5,6,J,K,2,22,3,127.38244514106583
never,never,sometimes,never,3,5,8,Q,A,1,2,0,980.1713286713286
never,never,never,sometimes,2,5,7,8,K,2,22,0,502.35734265734266
never,always,never,never,3,8,8,9,A,2,2,0,1235.371794871795
never,never,sometimes,sometimes,2,4,4,9,K,3,3,3,457.8461538461538
never,never,never,never,2,2,7,Q,A,2,2,0,320.37622377622375
never,never,never,never,4,6,6,J,K,2,3,3,571.0923076923077
sometimes,sometimes,sometimes,sometimes,2,5,6,J,A,1,2,0,850.876923076923
never,sometimes,sometimes,sometimes,2,3,5,J,J,2,2,0,1913.3205128205127
never,sometimes,always,never,4,6,7,9,Q,3,4,4,1436.079254079254
never,never,never,never,5,5,6,T,A,1,2,0,1333.6410256410256
never,never,never,never,2,3,5,6,7,3,3,3,21.432601880877744
never,always,sometimes,never,5,6,8,J,K,3,3,3,704.0202797202797
never,never,never,never,5,8,9,T,Q,2,22,0,691.6055944055944
never,never,always,always,5,5,6,J,Q,2,2,0,1663.506993006993
never,always,sometimes,sometimes,3,5,5,7,K,2,2,3,1506.9522144522143
never,never,never,never,4,5,7,8,8,2,22,0,714.0125874125874
never,never,never,never,6,9,T,J,K,2,2,3,438.4671328671329
always,never,sometimes,never,5,6,6,J,A,3,3,3,591.0769230769231
never,sometimes,never,sometimes,2,5,8,9,Q,1,1,0,787.2895104895105
never,always,never,sometimes,4,7,J,K,A,1,1,0,1124.0
never,never,never,sometimes,3,7,7,T,K,2,2,0,1346.1480186480187
never,sometimes,never,sometimes,2,4,4,8,8,1,2,0,1241.923076923077
never,never,never,never,2,5,5,6,K,1,2,0,502.66013986013985
never,always,sometimes,never,7,7,8,J,A,1,2,0,651.6363636363636
never,never,never,never,2,3,8,9,A,2,3,3,182.9858934169279
never,always,always,sometimes,2,3,8,Q,A,2,2,0,1568.8916083916083
never,always,sometimes,sometimes,J,Q,Q,K,A,2,3,3,1835.7948316366485
never,sometimes,never,never,2,9,J,Q,K,2,2,0,790.9230769230769
never,never,never,never,3,4,6,9,Q,1,1,0,83.91065830721003
never,sometimes,sometimes,never,3,4,7,J,K,1,2,0,248.69905956112854
never,never,never,never,5,7,8,T,K,2,2,3,240.4090909090909
never,never,never,never,3,6,9,Q,K,1,1,0,143.35579937304075
sometimes,sometimes,sometimes,sometimes,2,3,4,7,8,1,2,3,1067.376923076923
never,never,never,never,4,9,9,Q,Q,2,2,0,1467.048951048951
never,never,always,never,2,4,J,Q,Q,2,22,0,1424.167832167832
never,always,sometimes,always,2,5,8,9,K,1,2,0,1757.0
never,sometimes,always,never,4,6,7,9,Q,2,22,0,1675.43006993007
never,never,never,never,2,4,5,7,K,1,1,0,363.67622377622376
never,never,sometimes,never,4,7,J,K,A,2,2,0,457.5433566433567
never,always,sometimes,sometimes,4,6,8,Q,A,2,3,4,1575.4428904428905
never,never,never,never,2,2,4,4,8,3,3,3,1137.1025641025642
never,sometimes,sometimes,always,6,8,9,A,A,2,22,3,1726.590909090909
never,always,always,sometimes,3,7,7,8,T,1,2,0,1677.597902097902
never,never,never,never,5,7,8,Q,Q,1,2,3,1442.6305361305363
never,never,never,never,4,7,9,T,J,2,2,3,91.7962382445141
never,never,always,sometimes,2,2,5,6,7,1,2,0,1218.100233100233
never,never,always,never,7,9,9,T,Q,2,22,0,773.9664335664336
never,sometimes,never,never,3,9,T,J,K,2,2,0,249.10344827586206
never,never,never,never,5,6,7,9,Q,2,2,3,85.12382445141066
never,always,never,sometimes,4,7,J,Q,K,2,22,0,906.8944055944056
never,never,never,never,3,3,5,6,Q,1,1,0,386.6888111888112
never,always,never,never,2,5,6,T,J,1,2,3,482.67552447552447
never,never,sometimes,never,2,Q,K,K,A,2,22,3,1490.871794871795
never,sometimes,never,always,4,6,6,A,A,2,2,0,1893.8461538461538
never,never,never,never,2,4,T,J,Q,2,2,3,87.55015673981191
never,never,never,never,7,8,Q,Q,A,2,22,0,1445.0128205128206
never,never,never,never,5,6,J,K,A,2,22,0,257.3934169278997
never,never,never,never,5,8,T,A,A,2,2,0,1093.4174825174825
always,always,always,sometimes,3,8,K,K,A,2,2,0,1932.0
never,never,never,never,3,4,6,J,K,1,2,3,128.3934169278997
never,never,never,never,2,3,5,K,A,2,2,3,248.29467084639498
never,never,never,never,4,4,9,J,J,2,22,3,1378.3088578088577
never,never,never,never,3,8,9,Q,Q,2,2,0,941.1104895104895
never,never,never,never,2,6,7,Q,A,2,2,0,210.68652037617554
never,never,never,never,2,7,9,Q,K,1,1,0,507.2020979020979
never,never,never,never,3,6,7,Q,A,1,2,0,220.59404388714734
never,never,always,never,3,4,7,7,T,1,1,0,654.3615384615384
never,never,never,never,2,3,5,7,K,1,1,0,1031.344055944056
never,always,always,sometimes,6,7,9,Q,A,2,22,0,982.290909090909
never,never,never,never,2,4,6,7,T,1,2,0,812.4216783216783
never,sometimes,never,never,3,6,6,8,A,2,2,0,578.965034965035
never,always,sometimes,never,7,7,9,T,Q,1,2,3,1299.6934731934732
never,sometimes,always,sometimes,5,6,8,T,A,3,3,4,1844.0172278778386
never,always,sometimes,never,2,9,T,J,Q,2,2,0,1424.167832167832
never,never,never,never,2,3,3,7,T,2,2,0,382.75244755244756
never,sometimes,sometimes,never,3,5,8,T,A,3,3,3,1104.318181818182
never,never,never,never,3,3,6,7,K,2,22,3,365.493006993007
never,never,never,never,5,6,6,7,A,2,2,0,580.479020979021
never,never,never,never,4,5,6,Q,Q,1,1,0,986.5300699300699
never,never,never,never,5,6,Q,K,A,1,2,0,258.0
never,always,sometimes,never,4,6,J,Q,A,1,2,0,521.4335664335665
never,never,never,always,2,2,7,7,A,1,2,0,1196.0641025641025
never,sometimes,never,sometimes,4,7,8,8,J,1,2,0,1240.1363636363637
never,never,never,never,8,9,9,T,Q,1,2,0,758.220979020979
never,never,never,never,6,6,7,9,Q,2,2,0,556.2552447552448
never,never,never,never,6,7,J,Q,K,1,2,0,154.2742946708464
never,sometimes,never,never,2,2,6,K,A,2,3,3,1490.871794871795
never,never,never,never,2,4,5,J,J,1,2,3,1384.2645687645688
never,never,never,never,3,7,7,J,Q,1,2,0,627.4125874125874
never,sometimes,sometimes,sometimes,2,4,9,9,J,2,22,0,790.6202797202798
never,never,never,never,3,4,4,7,A,1,2,0,457.8461538461538
never,never,never,never,5,5,6,J,A,2,2,0,517.8
never,never,never,never,2,6,7,9,A,1,2,0,234.9498432601881
never,never,never,never,2,2,6,9,A,1,2,3,314.3202797202797
never,never,never,never,8,8,8,K,A,2,2,0,1685.076923076923
never,sometimes,never,never,2,5,7,9,J,2,2,0,281.01258741258744
never,always,always,sometimes,2,5,5,Q,K,2,2,3,1509.93006993007
never,never,never,never,6,6,7,T,K,2,2,3,1221.6736596736596
never,sometimes,never,never,5,6,7,T,K,1,2,0,240.4090909090909
never,never,never,never,3,5,T,K,A,2,2,0,1510.525641025641
never,never,never,never,5,6,8,T,T,2,3,3,849.362937062937
never,never,sometimes,never,2,3,5,8,9,2,2,0,1147.2272727272727
never,sometimes,always,never,2,6,9,J,K,1,2,0,771.2412587412588
never,sometimes,never,sometimes,4,6,8,J,Q,2,3,3,958.0671328671328
never,sometimes,always,sometimes,3,T,K,K,A,2,3,4,1879.1410256410256
never,sometimes,sometimes,sometimes,2,2,5,T,J,1,1,0,1640.8531468531469
never,never,never,never,2,3,4,7,A,1,2,0,320.37622377622375
never,never,never,never,6,7,9,J,Q,2,2,0,258.0
never,never,never,never,2,3,4,7,9,2,3,4,1792.5779169929522
never,never,never,never,3,6,8,T,Q,2,2,0,691.0
sometimes,always,never,never,4,9,9,T,T,2,2,0,1358.6550116550115
never,never,never,never,4,7,8,J,A,2,3,3,221.80721003134795
never,never,never,never,4,5,9,J,A,2,2,0,193.5
never,never,never,never,2,3,4,7,8,2,2,0,396.9839160839161
never,never,never,never,4,5,7,9,J,2,2,0,193.5
never,never,never,never,3,8,9,T,J,2,2,0,49.33542319749216
never,never,never,never,5,8,8,J,K,1,2,0,704.323076923077
never,never,always,never,3,5,6,T,K,2,2,0,109.99373040752351
never,never,sometimes,never,3,7,T,T,K,2,2,3,1346.1480186480187
sometimes,never,sometimes,always,3,4,6,K,K,2,3,3,1050.7230769230769
never,always,sometimes,always,3,6,7,8,J,3,3,3,1839.6758026624902
never,never,sometimes,never,4,6,7,8,8,2,22,0,715.8293706293707
never,sometimes,never,never,2,3,5,6,8,2,3,3,178.33542319749216
never,never,never,sometimes,2,3,6,Q,Q,2,22,0,1449.1818181818182
never,sometimes,always,never,7,7,9,T,K,1,2,0,657.0867132867133
never,always,always,never,2,5,8,9,K,1,2,0,567.155944055944
always,sometimes,never,sometimes,4,4,5,7,9,1,2,0,1134.1247086247085
never,never,never,never,2,6,6,9,A,2,2,0,590.774125874126
never,always,never,always,4,7,9,9,T,2,2,0,1358.0594405594406
never,never,never,never,2,4,8,Q,K,1,2,0,257.79780564263325
never,always,sometimes,never,2,4,5,K,A,2,2,3,1582.5897435897436
never,never,never,never,3,5,6,9,K,2,2,0,117.0705329153605
sometimes,never,never,sometimes,3,6,7,8,J,2,2,0,880.8538461538461
never,always,never,never,3,5,9,T,A,2,2,0,787.5923076923077
never,never,never,never,2,3,6,8,9,2,2,3,62.47805642633229
never,sometimes,always,sometimes,3,5,9,K,A,2,2,3,1054.0538461538463
never,always,always,always,2,5,5,6,K,2,22,3,1508.7389277389277
never,never,never,never,2,5,6,8,A,1,2,0,189.65830721003135
never,sometimes,never,never,5,9,J,Q,K,2,2,3,774.2692307692307
never,never,never,never,5,7,8,8,T,2,2,0,672.5293706293706
never,sometimes,never,sometimes,6,8,8,9,J,2,2,0,1255.025641025641
never,always,sometimes,never,4,6,8,J,K,2,2,0,704.6258741258741
never,always,always,never,3,4,6,6,A,1,2,0,588.048951048951
never,never,never,never,6,7,8,T,J,1,2,0,199.1614420062696
never,sometimes,sometimes,never,4,8,9,9,J,1,2,3,1280.039627039627
always,sometimes,always,never,6,7,8,J,K,2,3,3,1120.3664335664334
never,never,never,never,2,3,4,7,9,1,2,0,102.71473354231975
always,sometimes,sometimes,never,6,7,J,J,Q,1,2,0,907.5
sometimes,never,never,never,2,4,5,7,A,1,1,0,1044.9699300699301
never,never,never,never,5,7,8,Q,A,2,2,3,987.1356643356644
never,sometimes,never,sometimes,4,4,7,9,T,2,2,0,1209.1666666666667
never,never,never,never,3,4,4,5,K,1,2,3,456.63496503496503
never,never,never,never,2,4,8,J,A,1,2,0,189.65830721003135
never,never,sometimes,never,5,6,6,8,8,2,22,3,1886.6923076923076
never,never,never,never,4,7,8,J,Q,1,1,0,86.33699059561128
never,never,never,never,2,6,7,T,K,2,2,0,116.05956112852665
never,never,never,never,2,7,7,8,Q,2,3,3,620.4482517482518
never,sometimes,sometimes,always,3,Q,Q,K,A,2,3,3,1628.448717948718
never,always,never,sometimes,3,5,6,A,A,2,2,0,1579.016317016317
never,never,never,never,3,5,9,Q,K,2,2,0,254.76489028213166
always,sometimes,always,sometimes,2,4,7,Q,Q,2,22,0,1710.2237762237762
never,never,never,never,2,2,7,8,A,1,1,0,323.4041958041958
never,always,never,never,2,3,8,9,A,3,3,4,1805.8653093187158
never,always,never,never,7,7,8,T,J,1,2,0,651.9391608391609
never,never,never,never,2,3,6,6,A,2,2,0,1176.4102564102564
never,sometimes,never,always,3,4,9,T,K,1,2,3,771.5440559440559
never,never,never,never,5,5,8,T,A,1,2,0,518.7083916083916
never,sometimes,always,sometimes,2,4,6,6,7,1,1,0,1290.7599067599067
never,never,never,never,4,6,8,9,K,1,2,0,156.90282131661442
never,sometimes,never,never,2,4,8,8,Q,2,22,0,1228.8205128205127
never,sometimes,always,sometimes,3,4,9,A,A,2,2,0,1575.4428904428905
never,always,sometimes,always,3,7,9,J,A,2,22,3,923.5482517482518
never,never,never,never,2,7,7,7,9,1,2,0,1677.923076923077
never,never,never,never,2,3,4,4,6,2,22,0,445.43146853146857
never,sometimes,sometimes,sometimes,2,5,7,7,9,2,2,0,1886.2948717948718
always,sometimes,sometimes,never,2,3,5,5,9,1,2,0,1331.2587412587413
never,never,never,never,2,4,9,J,K,2,22,0,126.37147335423198
never,sometimes,never,never,6,7,8,T,A,2,2,3,851.4825174825174
never,never,never,never,3,9,9,T,Q,2,2,3,1273.488344988345
never,never,never,never,4,6,7,9,Q,2,22,3,211.89968652037618
never,sometimes,sometimes,sometimes,2,4,5,6,9,2,3,3,1805.141738449491
never,always,sometimes,always,2,4,5,7,K,2,2,3,496.90699300699305
never,always,always,never,4,7,8,T,Q,3,3,3,949.5888111888112
never,never,always,never,3,5,8,T,Q,3,3,3,691.3027972027971
never,never,never,never,2,4,T,Q,K,1,2,0,148.6128526645768
never,never,never,always,2,4,T,A,A,2,2,0,1120.972027972028
never,never,never,sometimes,3,4,5,6,J,1,2,3,1745.4
never,never,never,never,7,7,T,J,K,1,2,0,638.3132867132867
never,never,never,never,6,7,9,J,Q,2,3,3,86.33699059561128
never,never,never,never,3,4,5,7,8,2,22,3,231.71473354231975
never,never,never,never,3,4,4,6,7,2,2,0,451.1846153846154
never,never,never,never,3,4,T,K,K,2,2,0,1016.2041958041958
never,never,never,never,2,3,4,7,K,2,3,3,131.22413793103448
never,never,sometimes,sometimes,2,3,4,Q,K,2,2,0,988.6496503496503
never,sometimes,sometimes,never,7,9,T,J,K,2,3,3,838.1594405594406
never,always,sometimes,sometimes,3,6,8,T,A,1,2,0,1255.025641025641
never,never,never,never,2,3,6,9,T,3,3,3,739.4475524475524
never,sometimes,sometimes,sometimes,4,7,7,9,A,1,2,3,1677.8146853146852
never,always,sometimes,sometimes,3,5,K,A,A,1,2,3,1582.5897435897436
never,never,always,never,7,8,9,T,J,2,2,0,1768.6
never,never,never,never,2,3,8,8,A,2,3,3,713.1041958041958
never,never,never,never,2,5,6,8,T,1,1,0,45.49373040752351
never,never,never,never,8,9,T,K,K,1,2,3,1534.944055944056
never,never,never,never,4,8,8,T,J,2,22,3,1253.2389277389277
never,never,never,never,4,5,J,K,A,1,1,0,248.90125391849529
never,always,never,never,2,2,3,9,Q,1,2,0,1129.36013986014
never,always,sometimes,never,2,2,4,6,9,2,3,3,1166.881118881119
never,never,never,never,3,7,9,J,Q,3,4,5,1813.5614722004698
always,never,never,never,3,4,5,9,Q,1,1,0,91.39184952978056
sometimes,sometimes,never,never,4,6,6,9,Q,2,3,3,1168.667832167832
never,sometimes,never,always,3,9,T,T,J,1,2,3,851.7853146853147
never,never,never,never,2,2,5,5,Q,1,2,3,1149.013986013986
never,sometimes,sometimes,sometimes,8,8,T,J,Q,2,2,0,1463.4755244755245
sometimes,sometimes,sometimes,sometimes,9,T,J,K,A,1,2,0,1786.0
never,sometimes,never,sometimes,6,T,J,J,Q,3,3,3,1417.6165501165501
never,never,never,never,6,7,8,K,K,2,2,3,1047.0895104895105
never,never,never,never,3,3,6,8,9,1,1,0,341.57202797202797
never,never,sometimes,sometimes,6,7,J,J,A,2,2,0,1618.9195804195804
never,sometimes,sometimes,never,5,6,8,8,K,3,3,3,1247.878787878788
never,never,never,never,2,5,7,9,J,2,2,0,127.38244514106583
never,never,never,never,4,7,J,Q,A,1,2,0,224.84012539184954
never,always,always,sometimes,2,4,8,J,Q,1,2,3,1774.4
never,always,always,never,4,4,6,K,A,2,3,3,1576.0384615384614
never,always,never,never,4,5,6,8,K,2,3,4,1817.4424432263118
never,sometimes,never,sometimes,4,5,9,T,K,2,2,0,502.66013986013985
never,never,never,never,2,4,4,8,T,2,2,0,406.0678321678322
never,never,sometimes,always,2,2,3,8,9,3,3,4,1788.894283476899
never,never,never,never,5,7,T,K,K,1,1,0,1040.7307692307693
never,always,sometimes,sometimes,2,2,4,J,A,2,2,0,1641.937062937063
never,sometimes,always,sometimes,3,3,6,7,8,2,2,0,1231.7983682983684
never,sometimes,always,sometimes,2,7,J,Q,K,1,2,0,1676.7307692307693
never,never,always,sometimes,5,6,6,T,T,1,2,3,1845.069694596711
never,never,never,never,2,4,8,9,K,2,22,3,236.1630094043887
never,never,never,sometimes,3,3,5,6,9,2,22,3,1174.027972027972
never,sometimes,sometimes,never,2,2,8,Q,Q,1,2,0,1425.3589743589744
never,never,never,never,3,6,8,J,K,1,1,0,124.34952978056427
never,never,never,never,4,7,8,9,K,2,2,0,105.74764890282131
never,sometimes,sometimes,sometimes,3,3,5,9,J,1,2,0,1647.0314685314686
never,sometimes,always,never,2,8,T,J,K,2,3,3,371.85174825174823
never,sometimes,sometimes,sometimes,3,3,3,5,7,1,1,0,1932.6538461538462
never,sometimes,sometimes,sometimes,3,4,8,9,T,2,22,3,673.7405594405594
never,never,never,always,2,5,5,6,8,2,3,3,1247.2832167832169
never,never,never,never,4,6,7,J,A,2,3,3,1089.1783216783217
never,always,always,sometimes,2,5,6,7,7,2,2,0,1745.4
never,sometimes,sometimes,never,5,5,Q,K,A,2,2,0,1445.0128205128206
never,never,never,never,3,3,5,Q,A,2,2,3,391.2307692307692
sometimes,never,never,never,4,4,5,6,9,2,22,3,456.93776223776223
never,never,sometimes,never,2,8,Q,K,A,2,2,3,989.8608391608392
always,never,always,sometimes,2,3,5,6,A,2,2,0,977.1433566433567
never,always,sometimes,always,4,4,T,J,A,3,3,3,1851.0555990602975
never,never,never,never,4,8,J,J,K,1,2,0,1378.9044289044289
never,never,sometimes,never,2,3,9,K,K,2,2,3,1056.779020979021
never,sometimes,never,never,3,3,5,8,9,2,2,0,1271.7016317016316
never,always,never,never,3,7,8,T,A,2,22,3,718.5545454545454
never,sometimes,sometimes,sometimes,5,6,J,Q,K,1,2,0,1188.9172494172494
never,never,sometimes,never,5,6,9,9,A,1,2,0,790.9230769230769
never,never,never,never,2,4,6,7,K,2,22,0,102.71473354231975
never,never,always,never,8,T,J,K,K,3,3,3,1542.090909090909
never,never,always,never,3,5,T,J,K,1,1,0,1026.4993006993006
always,sometimes,never,never,2,5,8,8,A,1,2,3,1602.2435897435898
never,never,sometimes,never,2,2,5,9,K,1,2,0,1149.609557109557
never,never,always,never,8,9,T,T,A,2,22,3,1353.2948717948718
never,never,never,never,4,7,9,9,T,3,4,4,757.9181818181819
sometimes,sometimes,never,sometimes,2,5,Q,Q,A,1,1,0,1628.448717948718
never,always,never,never,9,T,J,K,A,1,1,0,1536.7307692307693
never,never,never,never,2,5,6,7,8,1,2,0,45.49373040752351
never,always,never,never,6,8,J,Q,A,1,2,0,588.048951048951
never,never,never,never,2,6,6,6,9,1,2,0,1669.36013986014
sometimes,never,always,sometimes,6,8,8,T,J,2,3,3,1915.7051282051282
never,never,never,never,2,Q,Q,K,A,1,2,0,990.1636363636363
